ContactID,Created,Updated,Location,Campaign,Program,SubFaculty,ProgramType,Status,StartDate,EndDate,LDA,TerminationDate,Gender,BirthDate,EducationLevel,Postal,TestScore,WonderlicScore,PrimaryFunder,NetRevenue
516583,"5/3/2021 1:57:01 PM","8/31/2022 10:51:27 AM","Springfield",,"Medical Assisting AOS Degree (Day)","Medical Assisting","AOS","1.2w Withdrawn","5/24/2021 12:00:00 AM","11/22/2021 12:00:00 AM","11/22/2021 12:00:00 AM","11/29/2021 12:00:00 AM","Female","4/13/2001 12:00:00 AM","High School Graduate","65802","18","18 A1 Timed","Pell Grant (Federal)",25700
519138,"8/3/2021 10:02:28 PM","1/26/2023 11:43:43 AM","Springfield","ER - Schedule a Tour - Schedule a Tour","Medical Assisting AOS Degree (Day)","Medical Assisting","AOS","1.2w Withdrawn","10/11/2021 12:00:00 AM","4/14/2023 12:00:00 AM","10/6/2022 12:00:00 AM","10/6/2022 12:00:00 AM","Male","6/18/1982 12:00:00 AM","Some College or University","65646 ","23"," N.A.","Veterans Affairs (State)",25700
520297,"1/1/1900 12:00:00 AM","12/14/2022 5:06:54 PM","Springfield","ER - Website-PPC - Website - I Want Answers","Medical Assisting AOS Degree","Medical Assisting","AOS","1.4 Complete","11/16/2021 12:00:00 AM","5/19/2022 12:00:00 AM","5/19/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/7/1997 12:00:00 AM","College Graduate","65807","18","18 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",9850
521672,"11/18/2021 10:45:14 PM","4/25/2023 10:45:28 AM","Springfield","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/3/2022 12:00:00 AM","9/6/2022 12:00:00 AM","9/6/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/31/2001 12:00:00 AM","College Graduate","65810","26"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",15478.84
522153,"12/29/2021 2:25:33 PM","6/6/2023 1:59:43 PM","Springfield","Employee - Employee","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/3/2022 12:00:00 AM","4/19/2023 12:00:00 AM","4/19/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/1/1999 12:00:00 AM","High School Graduate","65620","17"," N.A.","Pell Grant (Federal)",16450
519474,"1/1/1900 12:00:00 AM","10/7/2021 12:01:21 PM","Springfield","Virtual Advisor - Career Training Readiness","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","9/14/2021 12:00:00 AM","10/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/15/1994 12:00:00 AM"," N.A.","65613","","17"," ",1
520208,"10/14/2021 5:57:22 PM","11/22/2022 2:15:15 PM","Springfield","Call-In - Call-In","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/3/2022 12:00:00 AM","11/2/2022 12:00:00 AM","11/2/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","10/8/2002 12:00:00 AM","Some College or University","65803","23"," N.A.","Pell Grant (Federal)",16450
519966,"9/28/2021 3:43:35 PM","3/17/2022 6:04:52 PM","Springfield","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","1/3/2022 12:00:00 AM","2/16/2022 12:00:00 AM","2/16/2022 12:00:00 AM","3/2/2022 12:00:00 AM","Female","12/17/1999 12:00:00 AM","High School Graduate","65753","15"," N.A.","Pell Grant (Federal)",16450
529181,"1/1/1900 12:00:00 AM","5/1/2023 10:46:50 AM","Springfield","ER - Schedule a Tour - Schedule a Tour","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","3/13/2023 12:00:00 AM","12/15/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/12/1998 12:00:00 AM","Some College or University","65714","18","18 A1 Timed","Pell Grant (Federal)",16550
519811,"9/17/2021 6:10:45 AM","12/8/2022 1:02:22 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","10/11/2021 12:00:00 AM","12/16/2022 12:00:00 AM","11/18/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","12/2/1991 12:00:00 AM"," N.A.","67211","","20 A1 Timed","Pell Grant (Federal)",15700
518991,"7/24/2021 11:08:34 PM","11/10/2021 2:15:28 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","8/2/2021 12:00:00 AM","5/20/2022 12:00:00 AM","8/20/2021 12:00:00 AM","9/3/2021 12:00:00 AM","Female","8/5/1999 12:00:00 AM"," N.A.","67214","","24 A1 Timed","Pell Grant (Federal)",15481
519293,"8/13/2021 4:31:04 PM","5/13/2022 11:11:18 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","10/11/2021 12:00:00 AM","7/29/2022 12:00:00 AM","3/23/2022 12:00:00 AM","4/6/2022 12:00:00 AM","Female","11/29/1994 12:00:00 AM"," N.A.","67207","","20 A1 Timed","Pell Grant (Federal)",15700
521712,"11/23/2021 9:42:08 AM","5/24/2022 1:25:10 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","1/3/2022 12:00:00 AM","10/7/2022 12:00:00 AM","1/13/2022 12:00:00 AM","5/24/2022 12:00:00 AM","Female","8/30/1988 12:00:00 AM"," N.A.","67410","","25 A1 Timed","Pell Grant (Federal)",15700
521825,"12/3/2021 9:25:57 AM","12/7/2022 10:23:26 AM","Wichita","Call-In - Call-In","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/3/2022 12:00:00 AM","10/7/2022 12:00:00 AM","8/31/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/10/1987 12:00:00 AM"," N.A.","67218","","21 A1 Timed","Pell Grant (Federal)",15700
518373,"1/1/1900 12:00:00 AM","2/16/2022 10:45:32 AM","Wichita",,"Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","8/2/2021 12:00:00 AM","5/20/2022 12:00:00 AM","12/15/2021 12:00:00 AM","2/16/2022 12:00:00 AM","Female","6/8/1994 12:00:00 AM"," N.A.","67209","","22 A1 Timed","Pell Grant (Federal)",15700
521660,"11/18/2021 12:50:17 AM","11/9/2022 1:00:47 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/3/2022 12:00:00 AM","10/7/2022 12:00:00 AM","8/31/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/19/2000 12:00:00 AM"," N.A.","67203","","23 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",15700
519801,"9/16/2021 3:21:35 PM","9/21/2022 4:11:38 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","10/11/2021 12:00:00 AM","7/29/2022 12:00:00 AM","6/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/23/1980 12:00:00 AM"," N.A.","67037","","25 A1 Timed","Pell Grant (Federal)",15700
520040,"10/3/2021 9:55:19 AM","3/27/2023 11:56:04 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","10/11/2021 12:00:00 AM","7/29/2022 12:00:00 AM","7/8/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/25/1969 12:00:00 AM"," N.A.","67212","","23 A1 Timed","Pell Grant (Federal)",15700
520228,"10/17/2021 3:06:10 PM","10/14/2022 1:10:16 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","1/4/2022 12:00:00 AM","10/7/2022 12:00:00 AM","8/31/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","12/24/2000 12:00:00 AM"," N.A.","67218","","25 A1 Timed","Pell Grant (Federal)",15267
519213,"8/9/2021 9:50:56 PM","9/9/2022 10:46:20 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","10/11/2021 12:00:00 AM","7/29/2022 12:00:00 AM","6/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","12/23/1985 12:00:00 AM"," N.A.","67207","","24 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",15700
518600,"6/30/2021 2:53:03 AM","8/18/2022 5:09:02 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","8/2/2021 12:00:00 AM","5/20/2022 12:00:00 AM","4/15/2022 12:00:00 AM","1/1/1900 12:00:00 AM"," N.A.","11/27/2002 12:00:00 AM"," N.A.","67214","","21 A1 Timed","Pell Grant (Federal)",15700
519044,"7/28/2021 1:28:25 PM","6/3/2022 10:16:50 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","8/2/2021 12:00:00 AM","5/20/2022 12:00:00 AM","4/15/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","6/3/2003 12:00:00 AM"," N.A.","67212","","19 A1 Timed","Direct Parent Plus Loan (Federal)",14700
522997,"2/16/2022 8:40:07 AM","3/21/2023 4:59:06 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.4 Complete","5/24/2022 12:00:00 AM","3/14/2023 12:00:00 AM","3/14/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/28/1998 12:00:00 AM"," N.A.","67052","","19 A1 Timed","Pell Grant (Federal)",15700
523720,"4/5/2022 10:17:27 AM","5/8/2023 11:00:58 AM","Kansas City","Unknown Other - Other","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/6/2003 12:00:00 AM","Some College or University","64155","20"," N.A.","Direct Subsidized Stafford Loan (Federal)",22015.96
529244,"1/1/1900 12:00:00 AM","5/31/2023 9:36:21 AM","Kansas City","Unknown Other - Other","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","4/17/2023 12:00:00 AM","11/7/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","1/12/1988 12:00:00 AM","High School Graduate","64050","22"," N.A.","Pell Grant (Federal)",21975
526258,"8/24/2022 1:08:33 PM","5/15/2023 4:11:21 PM","Kansas City","Unknown Other - Other","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","12/2/2002 12:00:00 AM","High School Graduate","64118","20"," N.A.","Direct Subsidized Stafford Loan (Federal)",21975
524952,"6/13/2022 5:08:13 PM","4/18/2023 11:24:40 AM","Kansas City","Call-In - Call-In","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","5/21/1983 12:00:00 AM","High School Graduate","64153",""," N.A.","Veterans Affairs (Federal)",21975
525747,"7/26/2022 4:17:54 PM","3/7/2023 9:53:52 AM","Kansas City","Call-In - Call-In","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","12/4/1998 12:00:00 AM","College Graduate","64114",""," N.A.","Cash / Check / Money Order (Personal)",21975
525111,"6/23/2022 5:34:28 PM","8/23/2022 3:05:35 PM","Kansas City","Call-In - Call-In","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.2w Withdrawn","6/27/2022 12:00:00 AM","2/2/2024 12:00:00 AM","7/27/2022 12:00:00 AM","7/27/2022 12:00:00 AM"," N.A.","9/18/1996 12:00:00 AM","Some College or University","66204",""," N.A.","Pell Grant (Federal)",21975
523797,"4/11/2022 2:03:38 AM","8/24/2022 9:59:03 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.2w Withdrawn","6/27/2022 12:00:00 AM","2/2/2024 12:00:00 AM","8/17/2022 12:00:00 AM","8/17/2022 12:00:00 AM","Male","9/20/1989 12:00:00 AM","Some College or University","64058","22","22 A1 Timed","Pell Grant (Federal)",21975
525913,"1/1/1900 12:00:00 AM","12/15/2022 9:40:03 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.2w Withdrawn","10/10/2022 12:00:00 AM","2/2/2024 12:00:00 AM","11/22/2022 12:00:00 AM","12/6/2022 12:00:00 AM","Female","4/1/1994 12:00:00 AM","Some College or University","64133",""," N.A.","Pell Grant (Federal)",11755
526104,"1/1/1900 12:00:00 AM","1/24/2023 8:10:57 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.2w Withdrawn","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","10/19/2022 12:00:00 AM","10/19/2022 12:00:00 AM","Female","9/9/1998 12:00:00 AM","Some College or University","64063","22"," N.A.","Pell Grant (Federal)",21975
526408,"1/1/1900 12:00:00 AM","5/31/2023 9:00:25 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.2w Withdrawn","11/14/2022 12:00:00 AM","8/29/2024 12:00:00 AM","4/5/2023 12:00:00 AM","5/22/2023 12:00:00 AM","Male","7/27/2001 12:00:00 AM"," N.A.","66048","28"," N.A.","Pell Grant (Federal)",21975
520262,"10/18/2021 7:25:35 PM","6/6/2023 1:38:53 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","2/6/2023 12:00:00 AM","8/29/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/9/2003 12:00:00 AM","High School Graduate","66106","21"," N.A.","Pell Grant (Federal)",21975
521606,"11/13/2021 2:31:08 PM","8/31/2022 3:36:18 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","6/27/2022 12:00:00 AM","2/2/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/4/1988 12:00:00 AM","Some College or University","64129","21","21 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",21975
523560,"3/25/2022 3:26:04 PM","8/31/2022 3:36:37 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","6/27/2022 12:00:00 AM","2/2/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","1/16/2002 12:00:00 AM","Some College or University","66213","20"," N.A.","Cash / Check / Money Order (Personal)",21975
523746,"4/6/2022 1:41:13 PM","5/15/2023 4:11:37 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/4/1987 12:00:00 AM","High School Graduate","64123",""," N.A.","Pell Grant (Federal)",21975
525307,"7/4/2022 8:47:31 AM","5/8/2023 11:00:47 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","1/1/1980 12:00:00 AM","High School Graduate","66217","16"," N.A.","Pell Grant (Federal)",21975
525786,"1/1/1900 12:00:00 AM","3/7/2023 9:55:17 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","9/7/2022 12:00:00 AM","4/11/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/23/1996 12:00:00 AM","Some College or University","66104","20","20 A1 Timed","Pell Grant (Federal)",21975
526524,"9/7/2022 3:51:25 PM","5/15/2023 3:14:46 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","12/11/1999 12:00:00 AM","High School Graduate","64119","19"," N.A.","Pell Grant (Federal)",21975
526649,"1/1/1900 12:00:00 AM","5/15/2023 4:12:14 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","8/29/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","6/18/1995 12:00:00 AM","Some College or University","64132","18"," N.A.","Veterans Affairs (Federal)",16397.62
526797,"9/26/2022 9:28:00 AM","5/15/2023 3:14:18 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/28/1983 12:00:00 AM","Mature Student","64116","16"," N.A.","Pell Grant (Federal)",21975
526868,"10/1/2022 1:16:08 AM","5/15/2023 3:14:01 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","9/25/2003 12:00:00 AM","High School Graduate","64155","26"," N.A.","Pell Grant (Federal)",21975
527178,"1/1/1900 12:00:00 AM","6/6/2023 1:39:04 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","2/6/2023 12:00:00 AM","8/29/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/16/1993 12:00:00 AM","High School Graduate","64068","21"," N.A.","Pell Grant (Federal)",21975
527895,"12/15/2022 12:04:29 PM","6/6/2023 1:38:35 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","2/6/2023 12:00:00 AM","8/29/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","1/29/1991 12:00:00 AM","Some College or University","64131","24"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",21975
529003,"2/25/2023 2:32:27 AM","5/1/2023 2:59:16 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","4/17/2023 12:00:00 AM","11/7/2024 12:00:00 AM","5/31/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","9/30/2002 12:00:00 AM","High School Graduate","66062","17"," N.A.","Pell Grant (Federal)",21975
527996,"12/23/2022 12:20:49 PM","6/6/2023 1:38:22 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","2/6/2023 12:00:00 AM","8/29/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/5/1995 12:00:00 AM","Some College or University","66226","26"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",21975
528029,"12/27/2022 11:25:51 AM","5/1/2023 2:59:51 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","4/17/2023 12:00:00 AM","11/7/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","12/2/1990 12:00:00 AM","Some College or University","66109","21"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",21975
528218,"1/7/2023 2:45:09 PM","6/6/2023 1:38:10 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","2/6/2023 12:00:00 AM","8/29/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","10/5/2004 12:00:00 AM","Mature Student","64119","26"," N.A.","Pell Grant (Federal)",21975
528830,"2/14/2023 10:32:11 PM","5/1/2023 2:59:29 PM","Kansas City","ER - Schedule a Tour - Schedule a Tour","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","4/17/2023 12:00:00 AM","11/7/2024 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Male","6/28/2003 12:00:00 AM","High School Graduate","64029","23"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",21975
528327,"1/12/2023 11:10:40 PM","5/1/2023 2:59:39 PM","Kansas City","ER - Schedule a Tour - Schedule a Tour","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","4/17/2023 12:00:00 AM","11/7/2024 12:00:00 AM","5/31/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/8/2000 12:00:00 AM","Some College or University","64129",""," N.A.","Pell Grant (Federal)",21975
526463,"9/4/2022 5:46:04 PM","5/15/2023 3:14:58 PM","Kansas City","ER - Schedule a Tour - Schedule a Tour","Fitness and Nutrition Degree (Day)","Fitness & Nutrition","AOS","1.1a Active","11/14/2022 12:00:00 AM","6/20/2024 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/11/2000 12:00:00 AM","High School Graduate","64152","20"," N.A.","Pell Grant (Federal)",21975
528403,"1/17/2023 4:58:10 PM","5/15/2023 3:13:10 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","3/14/2023 12:00:00 AM","12/14/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/6/1998 12:00:00 AM","Some College or University","66213","18"," N.A.","Pell Grant (Federal)",18700
528673,"2/1/2023 9:47:56 PM","6/6/2023 1:57:16 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","3/14/2023 12:00:00 AM","12/14/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/24/1985 12:00:00 AM","Some College or University","64134","20"," N.A.","Pell Grant (Federal)",18700
528729,"2/6/2023 3:14:05 PM","6/6/2023 1:57:06 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","3/14/2023 12:00:00 AM","12/14/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/16/1994 12:00:00 AM","High School Graduate","64133","22"," N.A.","Direct Unsubsidized Stafford Loan (Federal)",18700
529364,"3/21/2023 7:18:29 PM","5/30/2023 11:58:14 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","5/23/2023 12:00:00 AM","3/7/2024 12:00:00 AM","6/2/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/8/1987 12:00:00 AM","Some College or University","64106","19"," N.A.","Pell Grant (Federal)",18700
527181,"10/24/2022 12:19:32 PM","6/5/2023 12:25:35 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","1/3/2023 12:00:00 AM","10/5/2023 12:00:00 AM","5/30/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/4/1999 12:00:00 AM","High School Graduate","64083","18"," N.A.","Direct Subsidized Stafford Loan (Federal)",18700
527240,"10/27/2022 11:10:49 AM","6/6/2023 10:24:02 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","1/3/2023 12:00:00 AM","10/5/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/24/2002 12:00:00 AM","High School Graduate","64012","23"," N.A.","Pell Grant (Federal)",18700
525492,"7/12/2022 9:10:09 AM","5/11/2023 8:11:49 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","10/11/2022 12:00:00 AM","7/28/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/4/1985 12:00:00 AM","High School Graduate","66061",""," N.A.","Direct Unsubsidized Stafford Loan (Federal)",18383.74
525273,"7/2/2022 3:17:44 PM","5/15/2023 3:36:47 PM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","10/11/2022 12:00:00 AM","7/28/2023 12:00:00 AM","6/1/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","7/25/2002 12:00:00 AM"," N.A.","66062",""," N.A.","Cash / Check / Money Order (Personal)",18700
524703,"6/1/2022 5:00:16 PM","6/6/2023 10:37:15 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.1a Active","8/1/2022 12:00:00 AM","5/19/2023 12:00:00 AM","5/19/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/8/1995 12:00:00 AM","High School Graduate","64132","19","19 A1 Timed","Direct Subsidized Stafford Loan (Federal)",18700
525502,"7/12/2022 6:56:46 PM","2/9/2023 6:10:36 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","8/1/2022 12:00:00 AM","5/19/2023 12:00:00 AM","10/27/2022 12:00:00 AM","11/1/2022 12:00:00 AM","Female","9/9/1971 12:00:00 AM","Some College or University","64114","24"," N.A.","Pell Grant (Federal)",18700
524288,"5/11/2022 12:24:59 PM","2/9/2023 6:10:52 AM","Kansas City","ER - Website-PPC - Website - I Want Answers","Medical Assisting Certificate (Day)","Medical Assisting","Certificate","1.2w Withdrawn","8/1/2022 12:00:00 AM","5/19/2023 12:00:00 AM","8/31/2022 12:00:00 AM","8/31/2022 12:00:00 AM","Female","6/26/1994 12:00:00 AM","Some College or University","64056","24","24 A1 Timed","Pell Grant (Federal)",18700
